DOI,Title,Type
10.1158/2767-9764.crc-22-0433,Dodecafluoropentane Emulsion as a Radiosensitizer in Glioblastoma Multiforme,journal-article
10.1158/2767-9764.crc-22-0385,Treatment Patterns and Outcomes of Preoperative Neoadjuvant Radiotherapy in Patients with Early-onset Rectal Cancer,journal-article
10.1158/0008-5472.can-23-1148,Glucose Deprivation Promotes Pseudohypoxia and Dedifferentiation in Lung Adenocarcinoma,journal-article
10.1158/0008-5472.can-22-2558,Intermetastatic and Intrametastatic Heterogeneity Shapes Adaptive Therapy Cycling Dynamics,journal-article
10.1158/0008-5472.can-23-1356,A Cell Surface-Binding Antibody Atlas Nominates a MUC18-Directed Antibody–Drug Conjugate for Targeting Melanoma,journal-article
10.1158/1055-9965.epi-22-0918,Prevalence and Prognostic Significance of Malnutrition in Patients with Brain Metastasis,journal-article
10.1158/1055-9965.epi-23-0725,Investigating Causal Effects of Hematologic Traits on Lung Cancer: A Mendelian Randomization Study,journal-article
10.1158/1541-7786.mcr-23-0108,Targeting the ATF6-Mediated ER Stress Response and Autophagy Blocks Integrin-Driven Prostate Cancer Progression,journal-article
10.1158/2326-6066.cir-22-0699,Combinatorial Immunotherapy with Agonistic CD40 Activates Dendritic Cells to Express IL12 and Overcomes PD-1 Resistance,journal-article
10.1158/1055-9965.epi-22-0948,High-Throughput Peptide Arrays Identify Potential Diagnostic Autoantibody Signatures in Early-Stage Lung Adenocarcinoma,journal-article
10.1158/1055-9965.epi-23-0227,"Body Composition, Relative Dose Intensity, and Adverse Events among Patients with Colon Cancer",journal-article
10.1158/1055-9965.epi-22-0724,Exploring the Complex Relationship between Gut Microbiota and Risk of Colorectal Neoplasia Using Bidirectional Mendelian Randomization Analysis,journal-article
10.1158/0008-5472.can-22-1270,The HDAC2-SP1 Axis Orchestrates Protumor Macrophage Polarization,journal-article
10.1158/1541-7786.mcr-22-0623,Comparative Tumor Microenvironment Analysis of Primary and Recurrent Ovarian Granulosa Cell Tumors,journal-article
10.1158/1541-7786.mcr-22-0466,Chromatin-Associated SIN3B Protects Cancer Cells from Genotoxic Stress-Induced Apoptosis and Dictates DNA Damage Repair Pathway Choice,journal-article
10.1158/1535-7163.mct-23-0281,C-X-C Motif Chemokine Ligand 9 Correlates with Favorable Prognosis in Triple-Negative Breast Cancer by Promoting Immune Cell Infiltration,journal-article
10.1158/1535-7163.mct-22-0068,"Venadaparib Is a Novel and Selective PARP Inhibitor with Improved Physicochemical Properties, Efficacy, and Safety",journal-article
10.1158/0008-5472.can-22-1444,KDM6A Loss Triggers an Epigenetic Switch That Disrupts Urothelial Differentiation and Drives Cell Proliferation in Bladder Cancer,journal-article
10.1158/1538-7445.am2023-1075,Abstract 1075: Identification of resistance mechanisms to direct KRAS inhibition in pancreatic cancer,journal-article
10.1158/1538-7445.am2023-1544,"Abstract 1544: MBK-103, a potent novel conjugation platform-based antibody-drug conjugate, changing therapeutic options in folate receptor alpha positive cancer patients",journal-article
10.1158/2159-8290.cd-rw2022-225,Rhythmic Ca2+ Communication Promotes Glioma Cell Proliferation,journal-article
10.1158/1538-7445.sabcs22-her2-09,Abstract HER2-09: HER2-09 Multiomics Profiling Characterizes Distinct HER2-low Breast Cancer Subgroups in the East Asian Population,journal-article
10.1158/1538-7445.am2023-ct116,"Abstract CT116: First-in-human study of AZD8853, an anti-growth and differentiation factor 15 (GDF15) antibody, in patients (pts) with advanced/metastatic solid tumors",journal-article
10.1158/1538-7445.sabcs22-her2-02,"Abstract HER2-02: HER2-02 HER2-Low Status is Associated with Worse Clinical Outcomes in Hormone Receptor-Positive, HER2-Negative Advanced Breast Cancer Patients Treated With First-Line Cyclin-Dependent Kinase 4/6 Inhibitors Plus Endocrine Therapy",journal-article
10.1158/1535-7163.targ-23-b153,Abstract B153: Resistance mechanisms to mobocertinib in treating NSCLC with <i>EGFR</i> exon 20 insertion mutations,journal-article
10.1158/2159-8290.cd-23-0171,The Hallmarks of a Cancer Discovery,journal-article
10.1158/1538-7445.am2023-ct098,"Abstract CT098: A first-in-human phase 1 study of LY3410738, a covalent inhibitor of mutant IDH, in advanced IDH-mutant cholangiocarcinoma and other solid tumors",journal-article
10.1158/1538-7445.am2023-ct076,"Abstract CT076: Randomized, global, phase 3 study of tislelizumab plus chemotherapy versus chemotherapy as first-line treatment for advanced or metastatic esophageal squamous cell carcinoma (RATIONALE-306): China subgroup analysis",journal-article
10.1158/1538-7445.sabcs22-pd10-05,Abstract PD10-05: PD10-05 Neoadjuvant tamoxifen therapy reactivates tumor suppressor protein p53 in luminal breast cancer patients: Results from a window-of-opportunity clinical trial,journal-article
10.1158/1557-3265.aacrahns23-pr03,Abstract PR03: Cholinergic modulation of tumor infiltrating lymphocytes in oral squamous cell carcinoma,journal-article
10.1158/1538-7445.am2023-5744,Abstract 5744: Decreasing toxicity of immunocytokines by transient and selective inhibition of their intracellular signaling activation,journal-article
10.1158/1538-7445.am2023-4086,Abstract 4086: Mitigating the CD5 CAR-CD5 interaction enhances the functionality of CD5 CAR-T cells by alleviating the T-cell fratricide,journal-article
10.1158/1078-0432.ccr-23-1014,"Agonist Antibodies for Cancer Immunotherapy: History, Hopes, and Challenges",journal-article
10.1158/1538-7445.am2023-4174,Abstract 4174: Incorporating continuous mammographic density into the BOADICEA breast cancer risk prediction model,journal-article
10.1158/2159-8290.cd-23-0280,"Precision Oncology Comes of Age: Designing Best-in-Class Small Molecules by Integrating Two Decades of Advances in Chemistry, Target Biology, and Data Science",journal-article
10.1158/0008-5472.can-23-2729,Genome-Wide CRISPR Screens Identify Multiple Synthetic Lethal Targets That Enhance KRASG12C Inhibitor Efficacy,journal-article
10.1158/0008-5472.can-23-0333,Understanding Long-Term Survival of Patients with Ovarian Cancer—The Tumor Microenvironment Comes to the Forefront,journal-article
10.1158/0008-5472.can-22-2593,Intratumoral Microbiota Composition Regulates Chemoimmunotherapy Response in Esophageal Squamous Cell Carcinoma,journal-article
10.1158/1538-7445.am2023-6765,Abstract 6765: Spatial insights into tumor immune evasion illuminated with 1000-plex RNA profiling with CosMx Spatial Molecular Imager,journal-article
10.1158/1078-0432.ccr-23-2094,"Preclinical Characterization of AZD9574, a Blood–Brain Barrier Penetrant Inhibitor of PARP1",journal-article
10.1158/0008-5472.can-23-0153,The Ratio of Key Metabolic Transcripts Is a Predictive Biomarker of Breast Cancer Metastasis to the Lung,journal-article
10.1158/2326-6066.cir-23-0399,The Yin Yang of Complement and Cancer,journal-article
10.1158/1078-0432.ccr-22-3298,Exploring the Immunogenicity of Noncanonical HLA-I Tumor Ligands Identified through Proteogenomics,journal-article
10.1158/0008-5472.can-22-3034,Mesenchymal-like Tumor Cells and Myofibroblastic Cancer-Associated Fibroblasts Are Associated with Progression and Immunotherapy Response of Clear Cell Renal Cell Carcinoma,journal-article
10.1158/0008-5472.can-22-1844,Fructose Metabolism in Tumor Endothelial Cells Promotes Angiogenesis by Activating AMPK Signaling and Mitochondrial Respiration,journal-article
10.1158/2159-8290.cd-23-0475,"RLY-4008, the First Highly Selective FGFR2 Inhibitor with Activity across
                    <i>FGFR2</i>
                    Alterations and Resistance Mutations",journal-article
10.1158/1940-6207.capr-22-0485,"Progressive Spreading of DNA Methylation in the
                    <i>GSTP1</i>
                    Promoter CpG Island across Transitions from Precursors to Invasive Prostate Cancer",journal-article
10.1158/0008-5472.can-22-1570,Phagocytosis of Glioma Cells Enhances the Immunosuppressive Phenotype of Bone Marrow–Derived Macrophages,journal-article
10.1158/0008-5472.can-22-3518,Wnt Signaling Stimulates Cooperation between GREB1 and HNF4α to Promote Proliferation in Hepatocellular Carcinoma,journal-article
10.1158/2159-8290.cd-rw2022-214,Cancer Cells Rely on Pain-Sensing Nerves in Nutrient-Scarce Conditions,journal-article
10.1158/2159-8290.cd-nb2022-0082,Cardiac Antigen Implicated in ICI-Linked Myocarditis,journal-article
10.1158/1538-7755.disp23-b106,Abstract B106: Assessing racial disparities in the receipt of quality care in the most prevalent cancers in American Indians,journal-article
10.1158/1538-7755.disp23-c137,"Abstract C137: Action-based modeling for national Indigenous cancer care partnerships: Patient navigation services, health policy, and sustainability",journal-article
10.1158/1538-7755.disp23-pr018,Abstract PR018: Feasibility of serial microbiome collection in a multi-site neoadjuvant pancreatic cancer clinical trial allowing for a diverse patient population,journal-article
10.1158/1535-7163.targ-23-c079,Abstract C079: Comprehensive immunophenotypic profiling sheds light on the dynamic interplay between immune cells in the 4T1 breast cancer model upon anti-PD1 and anti-CTLA4 immunotherapy,journal-article
10.1158/1535-7163.targ-23-lb_c10,Abstract LB_C10: An orally available small molecule inhibitor for synthetic lethal targeting of MYC expressing tumors,journal-article
10.1158/1538-7755.disp23-a074,"Abstract A074: Cancer fatalism among Asian American adults by origin group, 2014-2022",journal-article
10.1158/1535-7163.targ-23-c069,Abstract C069: Toripalimab an anti-PD-1 antibody that demonstrates potent T cell activation and enhanced clinical efficacy irrespective of PD-L1 status,journal-article
10.1158/1535-7163.targ-23-b080,Abstract B080: Non-genetic determinants driving sub-clonal resistance to KRAS G12C combination therapies in <i>KRAS</i> mutant non-small cell lung cancer,journal-article
10.1158/1538-7755.disp23-c047,Abstract C047: Multiomics approaches to identify African-ancestry specific phenotypes of triple negative breast cancer,journal-article
10.1158/1557-3125.ras23-b006,Abstract B006: Novel direct RAS inhibitors for pancreatic cancer,journal-article
10.1158/1538-7755.disp23-a112,Abstract A112: Approaches to addressing cancer mortality disparities in U.S. health organizations: Identifying key themes in collaborative grant projects,journal-article
10.1158/1535-7163.targ-23-a120,Abstract A120: Differentilal roles of PI3K catalytic kinases in glioblastoma's chemoresistance,journal-article
10.1158/2326-6074.tumimm23-a034,Abstract A034: VV-iVP55: A Superior Vaccinia Virus Platform with Enhanced Oncolytic Potency and Immunogenicity,journal-article
10.1158/1538-7755.disp23-pr011,Abstract PR011: Exploring factors influencing preventive cancer screenings for Native Hawaiian and Pacific Islander adults in Hawaiʻi,journal-article
10.1158/1535-7163.targ-23-b119,Abstract B119: First-in-class orally active pharmacological inhibitors of TRPV6 for the treatment of advanced prostate cancer,journal-article
10.1158/1538-7755.disp23-a065,Abstract A065: “He didn’t tell me anything” – A qualitative analysis of patient-provider communication and treatment decision-making among Latino prostate cancer patients,journal-article
10.1158/1538-7755.disp23-b087,Abstract B087: Racial disparities in breast cancer survival: Examining the potential role of neighborhood deprivation and breast adipose tissue inflammation,journal-article
10.1158/1535-7163.targ-23-b068,Abstract B068: Modulation of the DNA damage response by novel Ku-DNA binding inhibitors enhances cellular effects of DNA-double strand break inducing agents,journal-article
10.1158/1535-7163.targ-23-a100,Abstract A100: Large-scale cell line profiling of small molecule MAPK pathway inhibitors identifies important differences between therapeutics acting on the same biochemical target,journal-article
10.1158/1535-7163.targ-23-ia007,Abstract IA007: Design of next generation precision medicine trials using artificial intelligence,journal-article
10.1158/1535-7163.targ-23-b061,"Abstract B061: Sensitivity and resistance mechanisms of human cancer cell lines treated with PARP, POLθ, and ATR inhibitor combinations in 2D and 3D spheroid cell viability assays",journal-article
10.1158/1535-7163.targ-23-c155,Abstract C155: <i>In-vitro</i> multicellular 3D-spheroid model demonstrates the synergistic effect of 2-Domain soluble FMS-Like Tyrosine Kinase-1 (2d-sFlt-1) for breast cancer targeted therapies,journal-article
10.1158/2326-6074.tumimm23-b054,Abstract B054: Immunological control by PARP inhibitors for successful immunotherapy in metastatic ovarian carcinoma,journal-article
10.1158/1535-7163.targ-23-a080,Abstract A080: Establishment and characterization of a panel of prostate cancer XPDX models with differential AR-V7 staining and enzalutamide response,journal-article
